"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44403493","2.58.2","0.19","","","","2"
"2014","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44403493","2.58.2","0.00","","","","2"
"2015","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44403493","2.58.2","0.00","","","","2"
"2016","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44403493","2.58.2","0.00","","","","2"
"2017","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44403493","2.58.2","0.19","","","","2"
"2018","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44403493","2.58.2","0.00","","","","2"
"2019","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44403493","2.58.2","0.19","","","","2"
"2020","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44403493","2.58.2","0.38","","","","2"
"2021","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44403493","2.58.2","0.00","","","","2"
"2011","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44367597","2.58.3","","..","","","2"
"2012","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44367597","2.58.3","","..","","","2"
"2013","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44367597","2.58.3","","..","","","2"
"2014","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44367597","2.58.3","","..","","","2"
"2015","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44367597","2.58.3","","..","","","2"
"2016","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44367597","2.58.3","","..","","","2"
"2017","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44367597","2.58.3","","..","","","2"
"2018","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44367597","2.58.3","","..","","","2"
"2019","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44367597","2.58.3","","..","","","2"
"2020","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44367597","2.58.3","","..","","","2"
"2021","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44367597","2.58.3","","..","","","2"
"2011","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000150031","2.58.15","","..","","","0"
"2012","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000150031","2.58.15","","..","","","0"
"2013","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000150031","2.58.15","","..","","","0"
"2014","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000150031","2.58.15","","..","","","0"
"2015","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000150031","2.58.15","","..","","","0"
"2016","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000150031","2.58.15","","..","","","0"
"2017","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000150031","2.58.15","1","","","","0"
"2018","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000150031","2.58.15","3","","","","0"
"2019","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000150031","2.58.15","0","","","","0"
"2020","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000150031","2.58.15","0","","","","0"
"2021","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000150031","2.58.15","0","","","","0"
"2011","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000150032","2.58.16","","..","","","2"
"2012","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000150032","2.58.16","","..","","","2"
"2013","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000150032","2.58.16","","..","","","2"
"2014","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000150032","2.58.16","","..","","","2"
"2015","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000150032","2.58.16","","..","","","2"
"2016","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000150032","2.58.16","","..","","","2"
"2017","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000150032","2.58.16","50.00","","","","2"
"2018","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000150032","2.58.16","100.00","","","","2"
"2019","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000150032","2.58.16","0.00","","","","2"
"2020","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000150032","2.58.16","0.00","","","","2"
"2021","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000150032","2.58.16","","..","","","2"
"2011","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44409372","2.58.4","0","","","","0"
"2012","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44409372","2.58.4","0","","","","0"
"2013","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44409372","2.58.4","1","","","","0"
"2014","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44409372","2.58.4","0","","","","0"
"2015","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44409372","2.58.4","0","","","","0"
"2016","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44409372","2.58.4","0","","","","0"
"2017","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44409372","2.58.4","0","","","","0"
"2018","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44409372","2.58.4","0","","","","0"
"2019","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44409372","2.58.4","0","","","","0"
"2020","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44409372","2.58.4","0","","","","0"
"2021","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44409372","2.58.4","0","","","","0"
"2011","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44328456","2.58.5","0","","","","0"
"2012","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44328456","2.58.5","0","","","","0"
"2013","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44328456","2.58.5","1","","","","0"
"2014","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44328456","2.58.5","0","","","","0"
"2015","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44328456","2.58.5","0","","","","0"
"2016","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44328456","2.58.5","0","","","","0"
"2017","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44328456","2.58.5","0","","","","0"
"2018","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44328456","2.58.5","0","","","","0"
"2019","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44328456","2.58.5","0","","","","0"
"2020","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44328456","2.58.5","0","","","","0"
"2021","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44328456","2.58.5","0","","","","0"
"2011","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44388061","2.58.6","0","","","","0"
"2012","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44388061","2.58.6","0","","","","0"
"2013","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44388061","2.58.6","0","","","","0"
"2014","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44388061","2.58.6","0","","","","0"
"2015","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44388061","2.58.6","0","","","","0"
"2016","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44388061","2.58.6","0","","","","0"
"2017","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44388061","2.58.6","0","","","","0"
"2018","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44388061","2.58.6","0","","","","0"
"2019","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44388061","2.58.6","0","","","","0"
"2020","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44388061","2.58.6","0","","","","0"
"2021","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44388061","2.58.6","0","","","","0"
"2011","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44401207","2.58.7","0","","","","0"
"2012","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44401207","2.58.7","0","","","","0"
"2013","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44401207","2.58.7","0","","","","0"
"2014","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44401207","2.58.7","0","","","","0"
"2015","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44401207","2.58.7","0","","","","0"
"2016","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44401207","2.58.7","0","","","","0"
"2017","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44401207","2.58.7","0","","","","0"
"2018","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44401207","2.58.7","0","","","","0"
"2019","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44401207","2.58.7","0","","","","0"
"2020","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44401207","2.58.7","0","","","","0"
"2021","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44401207","2.58.7","0","","","","0"
"2011","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44345081","2.58.8","0.00","","","","2"
"2012","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44345081","2.58.8","0.00","","","","2"
"2013","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44345081","2.58.8","0.00","","","","2"
"2014","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44345081","2.58.8","0.00","","","","2"
"2015","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44345081","2.58.8","0.00","","","","2"
"2016","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44345081","2.58.8","0.00","","","","2"
"2017","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44345081","2.58.8","0.00","","","","2"
"2018","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44345081","2.58.8","0.00","","","","2"
"2019","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44345081","2.58.8","0.00","","","","2"
"2020","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44345081","2.58.8","0.00","","","","2"
"2021","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44345081","2.58.8","0.00","","","","2"
"2011","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44414013","2.58.9","0","","","","0"
"2012","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44414013","2.58.9","0","","","","0"
"2013","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44414013","2.58.9","0","","","","0"
"2014","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44414013","2.58.9","0","","","","0"
"2015","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44414013","2.58.9","0","","","","0"
"2016","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44414013","2.58.9","0","","","","0"
"2017","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44414013","2.58.9","0","","","","0"
"2018","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44414013","2.58.9","0","","","","0"
"2019","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44414013","2.58.9","0","","","","0"
"2020","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44414013","2.58.9","0","","","","0"
"2021","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44414013","2.58.9","0","","","","0"
"2011","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44391272","2.58.10","0.00","","","","2"
"2012","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44391272","2.58.10","0.00","","","","2"
"2013","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44391272","2.58.10","0.00","","","","2"
"2014","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44391272","2.58.10","0.00","","","","2"
"2015","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44391272","2.58.10","0.00","","","","2"
"2016","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44391272","2.58.10","0.00","","","","2"
"2017","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44391272","2.58.10","0.00","","","","2"
"2018","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44391272","2.58.10","0.00","","","","2"
"2019","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44391272","2.58.10","0.00","","","","2"
"2020","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44391272","2.58.10","0.00","","","","2"
"2021","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44391272","2.58.10","0.00","","","","2"
"2011","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393556","2.58.11","0","","","","0"
"2012","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393556","2.58.11","0","","","","0"
"2013","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393556","2.58.11","0","","","","0"
"2014","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393556","2.58.11","0","","","","0"
"2015","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393556","2.58.11","0","","","","0"
"2016","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393556","2.58.11","0","","","","0"
"2017","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393556","2.58.11","0","","","","0"
"2018","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393556","2.58.11","0","","","","0"
"2019","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393556","2.58.11","0","","","","0"
"2020","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393556","2.58.11","0","","","","0"
"2021","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393556","2.58.11","0","","","","0"
"2011","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44413671","2.58.12","0.00","","","","2"
"2012","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44413671","2.58.12","0.00","","","","2"
"2013","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44413671","2.58.12","0.00","","","","2"
"2014","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44413671","2.58.12","0.00","","","","2"
"2015","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44413671","2.58.12","0.00","","","","2"
"2016","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44413671","2.58.12","0.00","","","","2"
"2017","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44413671","2.58.12","0.00","","","","2"
"2018","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44413671","2.58.12","0.00","","","","2"
"2019","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44413671","2.58.12","0.00","","","","2"
"2020","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44413671","2.58.12","0.00","","","","2"
"2021","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44413671","2.58.12","0.00","","","","2"
"2011","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53099584","2.58.13","0","","","","0"
"2012","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53099584","2.58.13","0","","","","0"
"2013","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53099584","2.58.13","1","","","","0"
"2014","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53099584","2.58.13","0","","","","0"
"2015","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53099584","2.58.13","0","","","","0"
"2016","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53099584","2.58.13","0","","","","0"
"2017","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53099584","2.58.13","0","","","","0"
"2018","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53099584","2.58.13","0","","","","0"
"2019","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53099584","2.58.13","0","","","","0"
"2020","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53099584","2.58.13","0","","","","0"
"2021","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53099584","2.58.13","0","","","","0"
"2011","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53099585","2.58.14","0.00","","","","2"
"2012","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53099585","2.58.14","0.00","","","","2"
"2013","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53099585","2.58.14","3.00","","","","2"
"2014","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53099585","2.58.14","0.00","","","","2"
"2015","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53099585","2.58.14","0.00","","","","2"
"2016","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53099585","2.58.14","0.00","","","","2"
"2017","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53099585","2.58.14","0.00","","","","2"
"2018","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53099585","2.58.14","0.00","","","","2"
